Date,Strategy1,Strategy2,Index
1/4/2005,-0.018359358,-0.007493775,-0.008458841
1/5/2005,0.006320204,0.002827204,0.00380774
1/6/2005,0.005813569,0.014677165,0.006177062
1/7/2005,-0.011000909,-0.001613262,-0.002760553
1/10/2005,-0.004177804,-0.002148906,-0.004544797
1/11/2005,0.010968289,-0.007869351,-0.007284122
1/12/2005,0.014682488,0.000105565,0.003491095
1/13/2005,0.009229965,0.008098903,0.004270566
1/14/2005,0.009682062,-0.003070353,0.005372552
1/17/2005,-0.006938418,-0.003012776,-0.004704232
1/18/2005,0.001893637,-0.002505109,-0.001160886
1/19/2005,-0.006571516,-0.008283384,-0.003631986
1/20/2005,0.002727557,0.002392914,0.000520747
1/21/2005,0.012691595,-0.000985557,0.00191535
1/24/2005,0.006696468,0.006509297,0.006379221
1/25/2005,-0.005235479,-0.000881057,0.000805253
1/26/2005,0.001180975,0.004115504,0.001299746
1/27/2005,-0.007801132,-0.004623608,-0.004244447
1/28/2005,0.001378952,0.004540397,0.004034928
1/31/2005,0.018355089,0.005900239,0.011108134
2/1/2005,0.01213547,-0.001150145,0.002038237
2/2/2005,-0.008645787,-0.002520589,-0.001606932
2/3/2005,0.004664195,0.00836811,0.006764053
2/4/2005,0.013022483,0.011083941,0.007750683
2/7/2005,0.010575845,-0.001607095,0.003152737
2/8/2005,-0.010487047,-0.00445016,-0.001020919
2/9/2005,-0.010151907,-0.000676825,0.001923693
2/10/2005,0.003887746,0.008593983,0.00884
2/11/2005,0.002832318,0.001637876,-0.000475794
2/14/2005,-0.00503562,0.001522273,0.003391646
2/15/2005,0.001405324,-0.006343746,-0.001126727
2/16/2005,0.013443606,0.000284568,0.000831156
2/17/2005,-0.001623194,0.003802245,-3.95E-05
2/18/2005,-0.00974775,0.006197665,0.000711856
2/21/2005,0.004272492,-0.006499376,-0.005512962
2/22/2005,-0.012428434,-0.01055022,-0.008821952
2/23/2005,0.004820074,9.83E-05,-0.003287561
2/24/2005,-0.003108682,0.003131091,0.006978942
2/25/2005,-0.009818821,-0.010542246,-0.007649597
2/28/2005,0.000297102,0.006349027,0.006440576
3/1/2005,0.00771325,-0.014358088,-0.001539846
3/2/2005,0.015221225,-0.000466696,0.004406345
3/3/2005,0.002560095,0.004611671,0.00428731
3/4/2005,-0.005812945,0.00051488,-0.001806882
3/7/2005,3.29E-05,-0.008495266,-0.003242362
3/8/2005,-0.008383593,0.001491856,-0.002953561
3/9/2005,-0.020006377,-0.001437291,-0.006805308
3/10/2005,-0.007266625,0.004492412,0.004010399
3/11/2005,-0.006515665,0.004036413,-0.001405058
3/14/2005,0.005353176,0.006747972,0.005065327
3/15/2005,-0.01740136,-0.012335618,-0.012519499
3/16/2005,0.002712612,-0.002980293,-0.003139177
3/17/2005,-0.000826985,0.002067542,0.000243798
3/18/2005,-0.004028357,0.000486394,0.002071781
3/21/2005,-0.003210172,0.00362299,0.000770244
3/22/2005,-0.010624781,-0.00253175,-0.005448322
3/23/2005,-0.004390849,0.002487395,0.002464158
3/24/2005,-0.01387626,-0.005862082,-0.000711021
3/29/2005,-0.007601999,-0.005393856,-0.003720268
3/30/2005,-0.004893616,-0.004558679,-0.001285531
3/31/2005,-0.002710299,0.004365286,0.004004577
4/1/2005,-0.019363468,-0.003576129,-0.003520554
4/4/2005,0.016129377,0.010512116,0.009434926
4/5/2005,-0.004186373,0.000984515,0.000910397
4/6/2005,0.001191137,0.013079206,0.005982941
4/7/2005,0.011735048,0.005022561,0.0013261
4/8/2005,-0.002123831,0.00025541,-0.002086845
4/11/2005,0.00447588,-0.002880634,-0.0054291
4/12/2005,-0.000909809,0.00474123,0.002951761
4/13/2005,-0.002465859,-0.001939159,-0.003104338
4/14/2005,-0.009618435,-0.011573363,-0.010878796
4/15/2005,-0.00932268,-0.019339958,-0.01318587
4/18/2005,0.002514315,0.004059021,0.005904166
4/19/2005,0.001414853,-0.011094907,-0.006919845
4/20/2005,-0.01153681,0.001833442,-0.000497719
4/21/2005,-0.010547559,0.003598708,0.006162337
4/22/2005,0.014554352,0.002237385,0.003216959
4/25/2005,-0.003587352,-0.014488404,-0.003987749
4/26/2005,-0.013307173,-0.012290551,-0.011577753
4/27/2005,0.017517326,-0.003006806,0.000167036
4/28/2005,-0.00422833,-0.002572678,0.002400735
4/29/2005,0.018929332,0.007766134,0.012391445
5/3/2005,0.006406377,0.011141937,0.004381634
5/4/2005,-0.006321287,-0.002557444,0.0040553
5/5/2005,0.006695838,0.002054747,0.003386166
5/6/2005,-0.006271985,0.005829164,-0.001748358
5/9/2005,-0.016476058,-0.007732219,-0.003645398
5/10/2005,0.00571481,0.00086311,-0.003474777
5/11/2005,-0.003284606,-0.002660705,0.003650982
5/12/2005,-0.000864175,-0.001339495,-0.001369247
5/13/2005,0.003974433,-0.001186752,-0.000470685
5/16/2005,0.017036635,0.005999856,0.002927808
5/17/2005,0.013797796,0.011100176,0.010390936
5/18/2005,0.014814427,0.001166269,0.002687194
5/19/2005,0.000261247,0.008110748,0.001833679
5/20/2005,0.004535037,0.009055597,0.003620419
5/23/2005,-0.010267293,-0.002011625,-0.001462984
5/24/2005,0.0042372,0.006129061,-0.002207727
5/25/2005,0.000354493,0.007377467,0.004706829
5/26/2005,-0.00154241,5.56E-05,-0.001721756
5/27/2005,-0.018760359,0.001895127,-0.004472254
5/31/2005,0.013858876,0.015166334,0.009468171
6/1/2005,-0.006907654,-0.000260613,-0.001197366
6/2/2005,0.004603394,-0.003670466,-0.001118881
6/3/2005,0.002697244,-0.002694842,-0.003800456
6/6/2005,0.00752915,0.012512874,0.008995261
6/7/2005,0.010721444,-0.007464333,-0.004278437
6/8/2005,0.000475389,0.003448098,0.001099187
6/9/2005,0.003617751,0.00341007,0.004232213
6/10/2005,0.004288386,0.003265035,0.003975827
6/13/2005,-0.005862891,-0.001053307,-0.000712815
6/14/2005,-0.00176285,-0.010684653,-0.005409368
6/15/2005,0.010316629,0.001666071,0.005080187
6/16/2005,0.012878029,0.004641404,0.006461843
6/17/2005,0.003024594,0.000819868,-0.001102883
6/20/2005,0.003574696,0.009473735,0.001991325
6/21/2005,0.004968798,0.005459741,0.003384428
6/22/2005,0.003176653,0.002681881,0.002961191
6/23/2005,-0.00169306,-0.006146626,-0.006921633
6/24/2005,0.001959433,-0.011745233,-0.006989565
6/27/2005,0.007810359,0.00128962,0.009299098
6/28/2005,-0.00672399,0.0002932,0.003673582
6/29/2005,-0.008288325,-0.00352532,0.00080249
6/30/2005,0.014233052,0.008549904,0.009348353
7/1/2005,0.008550332,-4.08E-05,0.004514629
7/4/2005,-0.005320552,0.002349479,0.001118762
7/5/2005,0.023514056,0.002377272,0.007610643
7/6/2005,-0.021138504,-0.01684545,-0.01363393
7/7/2005,0.016711695,0.00618287,0.014326425
7/8/2005,0.017580947,0.002440048,0.001949467
7/11/2005,-0.007820633,-0.008494051,-0.004806959
7/12/2005,-0.007191456,0.007827218,0.005501035
7/13/2005,-0.00309766,0.000592139,0.002630626
7/14/2005,0.002119831,-0.008280609,-0.00549461
7/15/2005,0.007151423,-0.001811336,-0.003173511
7/18/2005,0.000409183,-0.002745797,-0.002435656
7/19/2005,0.00203047,0.006071534,0.002633856
7/20/2005,-0.006359936,0.002756698,0.001227182
7/21/2005,-0.010651214,0.006707066,0.003868546
7/22/2005,0.01200292,0.004966696,0.005513373
7/25/2005,0.008168376,0.005405025,-0.002751058
7/26/2005,0.00568273,0.002526813,0.001407861
7/27/2005,0.003077206,0.00196796,0.001272893
7/28/2005,0.0042506,0.0073749,0.00227691
7/29/2005,0.007262061,0.002483687,0.001609148
8/1/2005,-0.000276454,0.007663862,0.006936569
8/2/2005,-0.006882477,-0.000854199,0.000900985
8/3/2005,-0.006674683,-0.007969731,-0.00315061
8/4/2005,-0.012885108,-4.93E-05,-0.000150503
8/5/2005,0.001321545,0.003828481,0.005569458
8/8/2005,0.000819717,-0.002561491,0.003630036
8/9/2005,0.001639814,0.000729237,0.002572851
8/10/2005,-0.004246114,-0.005614561,-0.003514644
8/11/2005,-0.003071899,-0.013444753,-0.002388684
8/12/2005,0.000477028,-0.004525518,-0.0002993
8/15/2005,-0.007437977,0.001333522,-0.004097901
8/16/2005,-0.00761143,-0.003275251,-0.005561505
8/17/2005,-0.008702948,-0.006627974,-0.004421184
8/18/2005,0.00462562,0.008050423,0.00821741
8/19/2005,-0.004055677,-0.006701664,0.001091744
8/22/2005,-0.006366364,-0.010077043,-0.003422082
8/23/2005,0.000114308,-0.004977003,-0.004716803
8/24/2005,0.00413317,-0.011728404,-0.003696542
8/25/2005,0.000147677,-0.008411944,-0.005251441
8/26/2005,-0.006990051,0.000859024,0.005298292
8/30/2005,0.003470722,0.008164863,0.007819932
8/31/2005,0.012989372,0.001212907,0.005965754
9/1/2005,-0.00385769,-0.002063327,-0.000319039
9/2/2005,-0.001187982,0.006818201,0.00206503
9/5/2005,-0.003485615,0.006027395,0.004009142
9/6/2005,0.003956801,-0.00100941,0.001250187
9/7/2005,-0.004707392,0.002626712,-0.004677687
9/8/2005,0.00580094,0.000926553,0.003463901
9/9/2005,-0.003246276,0.005912521,0.002948146
9/12/2005,-0.008360655,-0.012329527,-0.006902197
9/13/2005,-0.001491073,-0.003713182,0.001760959
9/14/2005,0.001267886,0.006585049,0.006750944
9/15/2005,-0.009881936,0.002615637,0.004532367
9/16/2005,-0.00096298,0.009732487,0.00403114
9/19/2005,-0.00735962,0.004446026,-0.002449491
9/20/2005,-0.013633778,-0.008921186,-0.008621963
9/21/2005,0.013640405,-0.007631598,0.002979682
9/22/2005,0.00638246,0.003691169,0.005180385
9/23/2005,0.000896994,-0.001021574,0.007296439
9/26/2005,0.007810412,-0.00300479,-0.001063615
9/27/2005,-0.001446617,0.007616621,0.008719916
9/28/2005,0.000563086,-0.000194962,-0.003021038
9/29/2005,0.006633274,0.005614246,-9.13E-05
9/30/2005,0.007302022,0.005221277,0.004344889
10/3/2005,-0.007046159,-0.010284574,-0.001290557
10/4/2005,-0.013611743,-0.010802188,-0.012121433
10/5/2005,-0.021054783,-0.020922529,-0.010206714
10/6/2005,-0.00429822,0.003993331,-0.001879979
10/7/2005,0.013129533,-0.00276102,0.002275143
10/10/2005,-0.006066442,0.00454639,0.001153596
10/11/2005,-0.007764242,0.000660446,-0.007155203
10/12/2005,-0.025162522,-0.013802304,-0.014413537
10/13/2005,-0.009761298,-0.00067638,0.001861278
10/14/2005,-0.000963649,0.000981171,0.002180095
10/17/2005,-0.006478829,-0.001379599,-0.00427504
10/18/2005,-0.014398166,-0.024434647,-0.018256426
10/19/2005,-0.017678401,-0.00235326,-0.000715972
10/20/2005,-0.007066295,0.000266409,-0.004260181
10/21/2005,0.021556512,0.009600794,0.012737986
10/24/2005,-0.006571425,-0.001963774,-0.004896689
10/25/2005,-0.003757033,0.004328564,0.008818819
10/26/2005,-0.016241699,-0.007412462,-0.008607827
10/27/2005,0.007981537,0.00743192,0.005904144
10/28/2005,0.025715863,0.020748157,0.019929413
10/31/2005,-2.76E-06,0.001489026,0.005077765
11/1/2005,-0.007086877,1.89E-05,0.002675748
11/2/2005,0.025691478,0.017156404,0.013678946
11/3/2005,0.017351134,-0.001629577,-0.00152801
11/4/2005,0.0010498,-0.000395712,0.006858913
11/7/2005,0.001655782,0.00142911,1.83E-05
11/8/2005,-0.012356203,-0.007924683,-0.003863832
11/9/2005,-0.006065942,0.000836372,-0.002996434
11/10/2005,0.009364413,0.004923521,0.007670324
11/11/2005,-0.013107511,0.011956151,0.000896598
11/14/2005,-0.014332576,-0.005002693,-0.005557587
11/15/2005,0.006842718,-0.00860978,-0.001764836
11/16/2005,0.00667576,0.006500727,0.005524862
11/17/2005,0.01517896,0.012075543,0.007124542
11/18/2005,-0.005610681,-0.003409103,-0.000181855
11/21/2005,-0.004334062,0.009673328,0.003510431
11/22/2005,0.001327075,0.002748713,0.002628145
11/23/2005,-0.001411635,-0.005475891,-0.003742068
11/24/2005,0.006576407,0.008063557,0.002322627
11/25/2005,-0.005736506,-0.01178402,-0.008400014
11/28/2005,0.008044521,0.01263061,0.00248293
11/29/2005,-0.012011596,-0.012354367,-0.012347478
11/30/2005,0.011575746,0.018062876,0.011598318
12/1/2005,-0.002092667,0.014255981,0.007655712
12/2/2005,0.00226057,-0.004744643,-0.003201823
12/5/2005,0.013069676,0.002323238,0.005153891
12/6/2005,0.004529938,0.001702904,-0.001805445
12/7/2005,0.010969806,0.000991415,0.000416003
12/8/2005,-0.005022746,0.002523055,-0.002476903
12/9/2005,-0.012503846,-0.000858376,-0.002881792
12/12/2005,-0.004544446,-0.001066383,0.001036081
12/13/2005,0.007938144,0.002530816,0.002523969
12/14/2005,0.005562978,-0.000681878,-0.004672982
12/15/2005,0.024687394,0.002549386,0.006605645
12/16/2005,0.001099868,-0.003580442,0.001482392
12/19/2005,0.004330165,0.006875464,0.001462147
12/20/2005,0.020041543,0.005605072,0.007119811
12/21/2005,-0.002801169,0.005530901,0.001718152
12/22/2005,0.009905998,0.003061065,-0.000285867
12/23/2005,0.015123264,0.007383263,0.00489688
12/28/2005,0.003475092,-0.005591833,0.002756634
12/29/2005,-0.008322304,-0.00319628,-0.003458489
12/30/2005,0.012008474,0.012029397,0.011158966
1/3/2006,0.010913908,0.007350094,0.005825926
1/4/2006,-0.000649627,-0.006074477,-0.004094775
1/5/2006,0.005455101,0.006352521,0.007133821
1/6/2006,0.005630325,-0.004705439,-5.23E-05
1/9/2006,-0.008611005,-0.008573074,-0.007450057
1/10/2006,0.010690978,0.012065299,0.007505977
1/11/2006,-0.002341992,0.005243467,0.000628108
1/12/2006,-0.011228287,-0.005888782,-0.004202194
1/13/2006,0.001023652,0.006169465,0.00511294
1/16/2006,-0.007924109,-0.007714253,-0.00717745
1/17/2006,0.001386462,-0.008422218,-0.006194069
1/18/2006,-0.003318114,0.007565312,0.005208609
1/19/2006,0.004689316,-0.002561985,-0.003653481
1/20/2006,-0.006174844,-0.007916741,-0.002027361
1/23/2006,-0.010865315,-0.007766573,-0.004787225
1/24/2006,0.011647226,0.016282383,0.012531506
1/25/2006,0.001495447,-0.004528537,0.00319052
1/26/2006,0.017806539,0.007580574,0.011218677
1/27/2006,0.006903993,0.004763927,-0.00120965
1/30/2006,0.000573999,0.001994671,-0.003373819
1/31/2006,0.000911455,0.008413702,0.007169765
2/1/2006,-0.010161714,-0.014615691,-0.009359487
2/2/2006,-0.001976992,0.00224364,0.002087937
2/3/2006,0.008480996,0.004621802,0.002274582
2/6/2006,0.00220287,-0.009766114,-0.004434897
2/7/2006,0.003992932,0.002910452,-0.003776014
2/8/2006,0.020846156,0.025371609,0.014602365
2/9/2006,-0.00889945,-0.005673247,-0.007678138
2/10/2006,-0.000286252,0.005782997,0.005100536
2/13/2006,0.003697903,0.001245962,-0.000207129
2/14/2006,-0.005979366,0.003837302,-0.000138114
2/15/2006,0.006578551,0.010067539,0.00645774
2/16/2006,0.008867925,0.008126671,0.00296797
2/17/2006,0.000905353,0.009487121,0.002873662
2/20/2006,-0.015676423,0.004783919,-0.000903974
2/21/2006,0.019620732,0.004941748,0.002509517
2/22/2006,-0.011382157,-0.004215946,-0.006198488
2/23/2006,0.007972806,-0.001642314,0.004198081
2/24/2006,0.018634918,0.006793829,0.002627762
2/27/2006,-0.024290679,-0.017657092,-0.014363757
2/28/2006,0.008672759,0.004338717,0.009082276
3/1/2006,-0.008345203,0.007963957,-0.001899351
3/2/2006,0.01006872,0.001749286,0.004405966
3/3/2006,0.015212167,0.005138609,0.006673835
3/6/2006,-0.005925355,-0.009245393,-0.006850012
3/7/2006,-0.007005027,-0.00203917,-0.007597227
3/8/2006,0.003669187,0.008098081,0.00739734
3/9/2006,0.01518437,0.01329236,0.008879933
3/10/2006,0.004834921,0.010708993,0.007599993
3/13/2006,0.003724835,0.001499908,-0.000369574
3/14/2006,-0.007515262,-0.004667939,0.002436729
3/15/2006,0.004132902,0.007194748,0.004710734
3/16/2006,-0.002985406,-0.004796305,0.001034506
3/17/2006,-0.006502854,-0.001484707,-0.001283462
3/20/2006,-0.003136057,0.001525068,-6.68E-05
3/21/2006,-0.007351655,0.004052627,0.002703921
3/22/2006,0.009121905,-0.004222926,-0.00289638
3/23/2006,0.000499734,0.00799843,0.007712726
3/24/2006,-0.012894106,-0.008410299,-0.010619088
3/27/2006,-0.00223381,0.001960242,-0.006111651
3/28/2006,-0.001244717,0.004968591,0.003959095
3/29/2006,0.005248716,0.012468462,0.009397235
3/30/2006,-0.004167827,-0.010873708,-0.008412023
3/31/2006,0.009205541,0.01111694,0.010009053
4/3/2006,0.004731958,-0.000518874,-0.00325349
4/4/2006,-0.002281985,0.00758233,0.006561527
4/5/2006,0.009529503,0.000481575,0.000264721
4/6/2006,-0.001596499,-0.007371968,-0.003241974
4/7/2006,0.001388424,0.005132938,0.006787143
4/10/2006,-0.011481626,-0.012262552,-0.008323718
4/11/2006,0.002789891,-0.000616092,-0.002609491
4/12/2006,0.00060951,0.004216177,0.004766031
4/13/2006,0.002007125,-0.001033115,0.002438054
4/18/2006,0.014086797,0.006926072,0.007561093
4/19/2006,-0.000225454,-0.003135586,-0.001379356
4/20/2006,0.001960682,0.010274817,0.008435558
4/21/2006,-0.002968213,-0.008600417,-0.005544051
4/24/2006,-0.001869062,-0.003933655,-0.001984029
4/25/2006,0.003975618,-0.000351325,0.002908027
4/26/2006,-0.012440767,-0.005996133,-0.007257179
4/27/2006,-0.002327144,-0.007316345,-0.006089109
4/28/2006,0.013850594,0.005315184,0.00979562
5/2/2006,0.004401729,-0.005158001,-0.011854458
5/3/2006,-0.003824669,0.003281252,0.004475874
5/4/2006,0.015154513,0.008836725,0.009077507
5/5/2006,-0.005149195,0.001576181,-0.004038282
5/8/2006,0.009993926,0.006081893,0.006345701
5/9/2006,-0.015760782,-0.008433797,-0.003636006
5/10/2006,0.010004739,-0.002936904,-0.006805405
5/11/2006,-0.028855919,-0.017842297,-0.021499503
5/12/2006,-0.009466024,-0.009667098,-0.01197544
5/15/2006,-0.003983881,0.002845639,0.000838854
5/16/2006,-0.040460134,-0.025362873,-0.029198454
5/17/2006,0.008016995,-0.001307879,-0.000687164
5/18/2006,-0.011007744,0.000474813,-0.002503703
5/19/2006,-0.030185875,-0.020180256,-0.022041927
5/22/2006,0.026803134,0.033448317,0.026388563
5/23/2006,-0.011051009,-0.01888664,-0.016130452
5/24/2006,0.015616283,0.01019519,0.016215926
5/25/2006,0.016874001,0.027801543,0.019955264
5/26/2006,-0.011824039,-0.028374232,-0.024002763
5/30/2006,0.02817761,0.013462704,0.012703468
5/31/2006,0.010191039,-0.000522851,0.004524966
6/1/2006,0.000622632,0.00175823,0.00259144
6/2/2006,-0.002677736,-0.003996987,-0.000433681
6/5/2006,-0.020679075,-0.018947375,-0.016018465
6/6/2006,0.006291687,0.006104441,0.006437617
6/7/2006,-0.019222231,-0.027798635,-0.025130119
6/8/2006,0.020585416,0.018496714,0.016592065
6/9/2006,-0.007737821,-0.007058082,-0.006065214
6/12/2006,-0.006182799,-0.019417014,-0.018022025
6/13/2006,0.000564575,-0.002984341,-0.002319009
6/14/2006,0.016916965,0.013431111,0.020429287
6/15/2006,-0.003675971,-0.007471317,-0.003897283
6/16/2006,0.011082382,0.003416392,0.005127381
6/19/2006,0.011334871,0.01004082,0.005705551
6/20/2006,0.004536279,0.006756421,0.001201796
6/21/2006,-0.000973662,0.005476686,0.00337158
6/22/2006,-0.002294177,0.007718536,0.001407435
6/23/2006,0.00656641,-0.003830171,-0.001914935
6/26/2006,-0.004491826,-0.006415617,-0.005086953
6/27/2006,0.013667936,0.009594639,0.004652973
6/28/2006,0.022910003,0.01852265,0.019881661
6/29/2006,0.001160436,0.011379142,0.007234741
6/30/2006,0.018268506,0.008669461,0.008742757
7/3/2006,-0.008700947,0.004517512,-0.000152947
7/4/2006,-0.012141397,-0.013490793,-0.009654117
7/5/2006,0.003617324,0.022582661,0.010863782
7/6/2006,0.013873921,-0.006418467,-0.000186757
7/7/2006,-0.005287111,-0.002587415,0.001358488
7/10/2006,-0.011014884,-0.002293441,-0.006715393
7/11/2006,-0.000522304,0.005064105,0.0005634
7/12/2006,-0.014013602,-0.010487167,-0.016312323
7/13/2006,-0.010938216,-0.01413231,-0.009956635
7/14/2006,-8.61E-05,0.000721413,-0.001156353
7/17/2006,0.001291915,-0.007730774,-0.003385371
7/18/2006,0.013880091,0.015856986,0.016949153
7/19/2006,0.002889865,-0.006013281,-0.001228799
7/20/2006,-0.016030225,-0.009015609,-0.0088721
7/21/2006,0.01185447,0.024853431,0.019966082
7/24/2006,-0.003487856,-0.002937945,0.002965426
7/25/2006,0.00358919,0.000745921,0.004426442
7/26/2006,0.000769649,0.005091732,0.008915962
7/27/2006,0.003125878,0.015208187,0.007656632
7/28/2006,-0.024572213,-0.015803178,-0.007799294
7/31/2006,-0.016699629,-0.014520562,-0.008012415
8/1/2006,0.018498464,0.007657947,0.008723303
8/2/2006,-0.006963446,-0.025093389,-0.015795418
8/3/2006,0.002517156,0.005572353,0.00873527
8/4/2006,-0.001730257,-0.001385395,-0.010289673
8/7/2006,0.006121062,-0.000698697,-0.001835712
8/8/2006,0.016159913,0.004150432,0.007287602
8/9/2006,-0.014217991,-0.002268018,-0.006330518
8/10/2006,-0.010323239,0.001104028,-0.000566679
8/11/2006,0.012590174,0.006583366,0.008728372
8/14/2006,0.012197873,0.002156263,0.004598954
8/15/2006,-0.002177055,-0.007916809,-0.000220417
8/16/2006,0.000165106,-0.005430656,0.000644439
8/17/2006,0.006507757,-0.000537216,0.00050844
8/18/2006,-0.002606466,-0.001759332,0.001998848
8/21/2006,-0.010377211,-0.007433915,-0.002130105
8/22/2006,-0.012223324,-0.0053634,-0.007217159
8/23/2006,0.007189444,0.002916091,0.001552901
8/24/2006,-0.006827254,0.014567836,0.001618647
8/25/2006,0.012388992,0.001141071,0.001650053
8/29/2006,0.005537003,0.005553447,0.00696296
8/30/2006,-0.00396003,-0.001654083,-0.003912772
8/31/2006,0.004425442,0.010117671,0.007280608
9/1/2006,-0.00066962,0.012563375,0.006303474
9/4/2006,-0.018017024,-0.000552008,-0.000818495
9/5/2006,-0.004576217,-0.011706642,-0.008760051
9/6/2006,-0.017671221,-0.020400254,-0.012008163
9/7/2006,0.010736573,-0.000895084,0.003618921
9/8/2006,-0.023455309,-0.006499681,-0.004847516
9/11/2006,0.012352537,-0.003860181,0.007639981
9/12/2006,0.004105154,0.004520532,-0.000559749
9/13/2006,-0.013991782,-0.003664908,-0.002545738
9/14/2006,-0.003637729,-0.003216939,-3.40E-05
9/15/2006,0.003906384,0.004463857,0.002246044
9/18/2006,0.00190487,-0.012414799,-0.009914774
9/19/2006,0.010088447,0.00035941,0.005898693
9/20/2006,0.025318346,0.004744867,0.005199277
9/21/2006,-0.002775736,-0.009574192,-0.012617227
9/22/2006,0.001640199,-0.000200161,-0.004122082
9/25/2006,0.007440234,0.010739345,0.012986565
9/26/2006,0.004770325,0.010480673,0.009619314
9/27/2006,0.005633758,8.24E-05,0.006947606
9/28/2006,-0.001637699,-0.00312812,-0.001758411
9/29/2006,0.010412696,-0.002340685,-0.000503288
10/2/2006,-0.004838044,-0.001571963,-0.003474437
